cluster_id,ward,area_m2,d_toilet,n_toilet,d_health,n_health,d_school,n_school,d_school_municipal,n_school_municipal,d_park,n_park,d_fire,n_fire,d_police,n_police,d_bus,n_bus,d_rail,n_rail,d_funeral,n_funeral,toilet_seats,toilet_seats_f
27,L,17397.750752926804,0.0,3,568.162377080182,0,17.225402651019383,0,342.8440313482894,0,30.308495211437386,0,902.9043563403126,0,378.1245378595134,0,337.23800261955404,0,1105.3076314051714,0,769.3659712494699,0,34.0,22.0
28,L,8404.647160775285,18.434006054298766,0,448.56153414221774,0,279.0761274033453,0,279.0761274033453,0,55.480067853298856,0,998.8883181035396,0,242.58812299427157,0,427.7796078118729,0,910.9591689200635,0,803.2298221131934,0,0.0,0.0
29,L,1185.182953207766,132.42788883810158,0,471.82604155996256,0,61.39729430876583,0,141.3118660562233,0,354.6039532666105,0,1703.0601195419574,0,1994.485312908298,0,11.182301996203856,0,1357.5628205087835,0,1030.4352407853276,0,0.0,0.0
30,L,1228.4715323667494,74.72971390885114,0,431.2542697039927,0,83.09936034336675,0,83.09936034336675,0,444.845640201857,0,1288.6157241852789,0,1910.448398971179,0,46.8507209925936,0,2824.372630647287,0,889.1702576009665,0,0.0,0.0
31,L,1083.9609782361852,73.07018093119477,0,400.9999402981679,0,69.35193596649984,0,69.35193596649984,0,429.4850162641486,0,1320.7241593596657,0,1932.5287810722475,0,30.66613490983156,0,2793.764677369075,0,913.2816634561925,0,0.0,0.0
32,L,2562.2970798094784,0.0,1,342.6804200393346,0,236.63480837464675,0,236.63480837464675,0,123.48833236378798,0,1322.9383172526475,0,1736.5476190288894,0,126.12968841631476,0,2614.7799505826597,0,1042.286567316267,0,4.0,2.0
33,L,1102.5290517819535,19.430144993322585,0,340.7057418201171,0,267.8553141055451,0,356.84415002837625,0,47.00644309422327,0,1416.5697970248937,0,1704.4697746534155,0,132.96605538555195,0,2552.806146892885,0,1191.498778807444,0,0.0,0.0
34,L,571.9280528520388,53.12846665666661,0,344.05523169485616,0,293.4069157523805,0,409.38397327982653,0,18.501692203631745,0,1445.4529626419283,0,1706.53519187517,0,130.55364090320367,0,2522.649456284751,0,1248.5510593846068,0,0.0,0.0
35,L,14282.103812194575,0.0,6,550.3584894669439,0,37.93598380997215,0,204.08298773328397,0,199.45348492377593,0,991.3709816146902,0,1717.2898156954288,0,32.36030370148952,0,1949.0137384870513,0,625.0610132540056,0,28.0,14.0
36,L,2698.8208984057205,0.0,1,435.10896449588597,0,50.401190998133096,0,50.401190998133096,0,280.841901349626,0,374.4291470161881,0,1414.1197294127066,0,17.84004453011338,0,956.2369907499781,0,252.71776315647472,0,16.0,8.0
37,L,5408.169796451079,0.0,2,12.970247291762083,0,334.1592784970709,0,378.7250951661195,0,527.0940803413978,0,623.681275542672,0,932.6003321635033,0,54.259196776587515,0,773.1836613280985,0,412.6107698664569,0,12.0,6.0
38,L,11784.817552982257,64.47838715669798,0,412.94713819227564,0,49.48080598882983,0,386.6663710577068,0,18.560152881409653,0,595.250790536842,0,610.6418034872472,0,337.15871257267395,0,1308.481236582757,0,488.50156287453564,0,0.0,0.0
39,L,4741.1439943865935,21.75996268113771,0,253.69228418309112,0,410.96144431614016,0,410.96144431614016,0,501.0367451914059,0,938.422014278301,0,927.5017126519144,0,279.33647040403827,0,525.9473547803293,0,726.9464564296354,0,0.0,0.0
40,L,1906.3074119421137,121.4522673037491,0,943.9137831875822,0,306.60620958235984,0,306.60620958235984,0,94.55717171845595,0,1537.3664741068744,0,1391.9032835602823,0,92.82361816203891,0,93.3220059844249,0,565.9907244576541,0,0.0,0.0
41,L,1577.7473482357343,12.078609575834559,0,502.80528549330825,0,390.5022854257655,0,390.5022854257655,0,326.9982621406415,0,1588.2358741739324,0,523.6146842710364,0,328.63703400613474,0,469.9208311957449,0,822.9880832660737,0,0.0,0.0
42,L,2427.878025483766,319.26927890521216,0,331.6044901502151,0,452.6048247114077,0,571.8518691851998,0,158.81024832965733,0,1960.275202985148,0,938.2893954147886,0,143.07223662975872,0,2599.518150428353,0,948.7516996759794,0,0.0,0.0
43,L,30624.20660623922,0.0,6,493.62804553351043,0,5.580956182541708,0,203.34260044214747,0,78.1292065737302,0,1375.096783637051,0,2344.5744591867997,0,66.97899806139543,0,1704.6164628579118,0,1256.9357991790496,0,57.0,28.0
44,L,9767.713728121098,0.0,2,678.172385792541,0,42.27995052326908,0,399.45965467933104,0,366.931379709486,0,1417.1052686860053,0,1617.102070214955,0,142.6461037471526,0,2843.779485459701,0,660.8197989438079,0,8.0,4.0
45,L,5954.769970745674,202.65283071962187,0,462.5760785906188,0,20.7703025677583,0,213.3398493544833,0,355.70789112879504,0,1778.8482197669878,0,1925.6304583675196,0,37.53125006329117,0,1327.304628380369,0,890.6477626910138,0,0.0,0.0
46,L,739.2436328322567,69.7823046331508,0,379.1637157223251,0,159.58500588513814,0,159.58500588513814,0,363.1862653776438,0,926.1146185749792,0,1384.2292440643726,0,110.83046940684173,0,424.72536601264864,0,669.3577247571404,0,0.0,0.0
